"As someone who has been coming to this restaurant for the past couple of decades, I can confidently say that it is one of the best places to enjoy authentic French cuisine. The food here is simply fantastic, and the sweetbreads are a particular favorite of mine - something that's not always easy to come by in other restaurants.

One thing that sets this restaurant apart is the consistency of its service. Over the years, I've come to recognize many of the staff, and it's always a pleasure to see the same friendly faces whenever I return. The fact that they are able to retain their staff speaks volumes about the quality of the restaurant and the work environment they provide.

Overall, I would highly recommend this restaurant to anyone looking for an authentic French dining experience. The food is top-notch, the service is impeccable, and the atmosphere is always welcoming and inviting. I look forward to many more years of dining at this wonderful establishment. And did I mention that their price is very reasonable given the quality of their food and service!",la paradis,Google,Positive
"Excellent French dining in a nice neighbourhood and with reasonable prices for a fine dining establishment. We were seated in the basement area, which was cozy, not too damp and not too dark. We had a three-course dinner and all of the dishes tasted excellent, and the portions were good. Some of the waitresses here do speak French, which lends authenticity to the restaurant. The service was excellent – our waitress, whose name I forgot, was a lovely person who gave recommendations, was attentive and cheerful, and could be talkative when needed but also knew when to leave us alone. A pleasant experience overall!",la paradis,Google,Positive
"I absolutely adore this place. The staff are so wonderful and enthusiastic. The atmosphere is chill and classy. The food is beautiful and the wine, even better. I always highly recommend this place to friends and family because it just ticks every box. The staff are always so professional and deserve high praise, handsome tips, and a good chat. Well done La Paradis for being the best French cuisine in town.",la paradis,Google,Positive
"Unassuming spot with absolutely delicious French cuisine at reasonable prices! The vibe, decoration, and waiters talking French definitely add more authenticity to this place — it is almost like you are not in Toronto the moment you stepped inside! Everything was delicious, homemade style and still delicious, and we devoured everything. Btw, I loved they served bread slice by slice so it is always warm! Was especially impressed by the snail, very interesting presentation and the snail was the most tender that I have ever had, and the garlic butter is sooo fragrant that you don’t want to waste them either. There were already quite a few customers at 6 on Sunday and I wouldn’t be surprised that this place has a lot of regulars. Would love to come back to sample other dishes",la paradis,Google,Positive
"I love French food but this place was like mid to me. I came here with my family. You can find free parking close by. Waiting area was kind of cramped especially with multiple groups waiting for a table. I ate the auvergnate, some charcuterie, and jarret d’agneau maghrebin. Service was good. The auvergnate was just a salad with arugula, walnuts, blue cheese, and apples. It was okay, nothing exciting. The jarret d’agneau maghrebin was braised lamb shank with vegetable tajine, dried fruit, and couscous. Lamb shank was very tender and easily fell off the bone. It was seasoned and well balanced. The couscous on the other hand was way too salty, I didn’t even finish my plate. Portion size was sufficient. We also had 3 scoops of sorbet. We had melon, kiwi, and lemon. Lemon was very sour so make sure you eat it with the melon to balance out the sourness. Overall it’s a 3 for me.",la paradis,Google,Negative
DANGEROUS FOR YOUR WAIST LINE (you have been warned). The meringue dessert was outstanding!!! The baked buns were also really good. I thought the Waffles were ok. Very warm atmosphere with great service. Cannot wait to go back for more meringue dessert.,Aux Merveilleux de Fred,Google,Positive
"Great bakery serving meringues and also great options of bread, coffee , shakes etc. love the smell inside the cafe.... It has a nice seating space as well... The meringues are to die for. So fresh and soft. I loved the cherry, hazelnut, chocolate ones... The chocolate brioche buns was also fine...not as fresh baked... A little pricey but worth it.",Aux Merveilleux de Fred,Google,Positive
"We stumbled into Aux Merveilleux after seeing the chocolate chip bread in the window display, and I'm so glad we did! We ended up coming back again the next day (and pondered how we might be able to bring meringues on the plane).

The chocolate meringue (not sure of the official name) was incredible. I've never had a dessert like it, and I don't fully understand what it's composed of, but it is perfection. Crunchy, creamy, light, and chocolatey.

I also loved the pain au chocolat, and ended up ordering it again the next day. There's a window in the back where you can watch bakers laminate dough and assembly croissants, so after watching that for a bit, I knew I had to try the croissants. The croissant was crisp, beautifully layered, and the chocolate was still a bit melty. Perfection!

We also tried some of the breads, which I didn't like as much. I thought the bread in both the chocolate chip bread and the chicken guacamole bread was a bit dry.
Cute cafe. I enjoyed the mocha and a croissant. Loved the dark chocolate pastry as well. Would go back for more. Wish they had more seating capacity or space to manage people coming in to order.
Lovely place, was fairly busy both times we went. I'd love to return!",Aux Merveilleux de Fred,Google,Positive
Cute cafe. I enjoyed the mocha and a croissant. Loved the dark chocolate pastry as well. Would go back for more. Wish they had more seating capacity or space to manage people coming in to order.,Aux Merveilleux de Fred,Google,Positive
"I've been walking past this place since they opened a few years ago and I finally decided to try some of their pastries. Unfortunately it was hugely underwhelming. The croissant seemed like it had been sitting for hours and the lamination/butter flavour was not the best. It reminded me of Costco croissants...
It's often very busy and there's no room for sitting. The cashier was very quick and not the most friendly. I also tried their chocolate chip brioche and bread pudding.

The bread pudding was not for me but I found the brioche to be nicely fluffy and fresh.",Aux Merveilleux de Fred,Google,Negative
"Amazing!
Amazing views from the 54th floor of the TD building with panoramic views over the Toronto waterfront. We picked a sunny day during sunset, but this was a bonus! The seasonal menu of local produce was concise but offered a delight for most - all, I would suggest! All our dishes were well prepared, presented and, most importantly tasted sublime. Staff were spot on, knowledgeable & welcoming. Highly recommended from these happy diners!",Canoe,Google,Positive
"This is a restaurant where the main selling point is the view and the decor. Located on the 54th floor, you get a stunning view of Toronto. You see the TD tower and the CN tower clearly. The view gets even better after dark. This makes it a great place for business functions and if you are looking to impress guests.

The service was also great. Staff was polite, attentive, and took the time to explain each dish.

The food is pretty good. I had better elsewhere, and it is extremely expensive. Not just the price itself, but they give you a much smaller portion than you might expect.

Overall it was a good experience if you know what to expect. Being a big eater, I had to get Chick-fil-A after to feel satiated.",Canoe,Google,Positive
"My husband planned a wonderful surprise for our 25th anniversary by taking us to Canoe. The dining experience there is truly exceptional, with a great atmosphere and fantastic vibes. The breathtaking view of the Toronto skyline from the 54th floor was absolutely stunning and remarkable. The customer service was top-notch, with knowledgeable, attentive staff who were genuinely passionate about the food.

The food itself was spectacular, not only in taste but also in beautiful presentation. The wine and bourbon options were equally wonderful, offering a wide range to choose from.

As an added bonus, they provide a complimentary parking voucher for the nearby parking garage in the TD tower.

The elegant ambiance and meticulous attention to detail at Canoe truly elevate every visit to make it a memorable experience. I highly recommend it for anyone looking to celebrate a special occasion or enjoy a sophisticated night out in Toronto.",Canoe,Google,Positive
"I’m here to share my experience dining in the Canoe restaurant. As my wife has a birthday, I have been booking a table a week ahead. Honestly, it was a long-time idea to visit the restaurant. But I just wanted to make an occasion more appropriate.
Alright, about the Atmosphere: the view and interior are 5/5, and the location and vibe are good.
Service: 5/5 Yes, the waiter was amiable and kind, always trying to do their job well.
Food: 4.5/5. Yeah, it’s just 4.5, and I will tell you why. The food looks excellent, and all elements and textures are high-level, but taste was missing in dishes with protein. Maybe I need to order squab or rabbit for better taste.
Dining time: 2 hours
Dishes: 3 starters, two mains, two desserts
Drinks: 2 cocktails
Bill: $390 before tips, and $450 after tips.

So yeah, if you consider it in this place, be ready to spend.",Canoe,Google,Positive
"The atmosphere and service was incredible. The view was also remarkable. I went to celebrate my anniversary today and our waiter was absolutely incredible. The two critiques I have of the place are mostly in regard to the food. It unfortunately didn’t meet the expectations that would’ve been warranted by an $80 dish. The flavors were often bland and were missing seasoning - especially the lamb dish. The other little pet peeve I had was that I wasn’t informed about the cost of the water - I understand the demographic of customers is high end and money is not an issue, but it would’ve been nice to know that the small bottle of sparkling water was the price of a beer!",Canoe,Google,Negative
